272067	104116	15444	13577
197104	32164	9477	6424
165338	13793	4470	3646
148859	12456	3552	3602
150592	13043	3759	3450
149293	12089	4015	3913
102113	10908	3322	3847
83222	10757	3437	3380
95447	9517	3218	3327
96651	8432	3645	3337
90691	8408	2761	3215
93804	8316	3287	2965
95757	8140	2737	2995
92140	7789	2752	2992
95010	7356	2703	2985
92072	7707	2525	2993
90456	7606	2566	2984
50634	8419	2537	3027
51074	6196	2540	3029
55440	5953	2587	3016
51091	5918	2502	3032
54468	5935	2237	2977
51460	5888	2231	2981
56307	5756	2230	3035
89874	5695	2226	3008
92031	5508	2186	3039
65422	5414	2163	4076
63134	5271	2243	5325
54067	5262	2182	4428
51924	5236	3240	4194
54185	5190	2200	4142
50897	5081	2172	4030
62558	5675	2199	4096
54432	5376	2068	4100
56580	5885	2045	4142
62721	4987	2056	4070
57776	4887	1974	4157
51990	4900	1943	2473
50625	5008	2002	2188
50937	4850	1928	2206
50715	5063	1941	2235
50363	4732	1885	2128
51302	4640	1875	2142
49936	4670	1871	2092
55056	4637	1907	2131
51489	4616	1874	2173
65123	4522	1933	2163
67903	4384	1861	2700
56273	4412	1866	2054
54686	4364	1863	2102
74359	3846	1848	2073
92212	4757	3838	2065
64836	4214	3344	2042
50855	4443	3339	2084
52718	4985	3334	2066
60883	5398	3363	2059
50817	5447	3250	2033
50796	5648	3232	2015
49230	5272	3330	2031
51465	5144	3295	2017
51140	5077	3235	1997
53698	4458	3315	1946
49950	4320	3166	1968
49389	4359	3306	1970
56412	4319	3201	1978
82476	4412	3098	1994
74464	4255	3167	1957
51626	4224	2713	1947
50889	4177	1760	2496
52180	4708	1709	1916
50388	3902	1717	1935
60211	3912	1671	1923
58231	3758	1727	1875
62442	3763	2478	1928
51140	3796	1691	1854
50226	3676	1613	1864
52085	3678	1604	1814
53898	3688	1581	1812
69405	3691	1586	1836
90889	3758	1588	1842
87304	3621	1600	1810
90837	3741	1587	1824
91644	3656	1581	1779
65710	3506	1603	1800
51545	3545	1593	1749
55265	3442	1580	1768
51326	4382	1594	1762
51318	3449	1629	1756
51343	3446	1598	1754
51805	3401	1660	1766
51777	3276	1597	2451
50901	3251	1611	1733
56341	3213	1585	1735
86588	3239	1611	1762
84732	3215	1626	1737
63418	3181	2180	1755
51028	3213	1587	1753
52375	3251	1592	1763
50820	3259	1601	1731
50817	3341	1582	1742
90340	3289	1594	1754
91288	3364	1626	1742
83304	3689	1586	1759
88100	4265	1602	1744
84591	3372	1582	1751
50405	3240	1587	1732
50246	3240	1604	1755
50236	3202	1588	1759
49086	3194	1603	1744
49435	3147	1581	1761
49128	3135	1580	1764
49568	3155	1603	1746
49269	3151	1592	2190
49351	3176	1594	1763
50784	3136	1580	2121
49454	3171	1583	1773
49625	3145	1597	1736
49125	3195	2139	1758
49084	3168	1590	1793
49470	3228	1578	1736
49079	3177	1608	1745
53304	3882	1575	1765
49058	3133	1584	1752
49375	3796	1604	1739
49729	3290	1594	1771
49287	3191	1592	1737
49478	3327	1580	1752
49007	3212	1579	1731
49368	3228	1609	2234
49014	3188	1573	1836
49108	3214	1601	1747
50038	3201	1587	1763
49153	3225	1578	1775
49507	3178	1604	1842
50585	3170	1575	2382
50417	3142	1598	1769
49235	3195	1574	1735
49459	3152	1595	1796
49981	4003	1591	1739
49144	3194	1646	1764
49684	3211	2128	1796
49295	4855	1571	1762
50075	6389	1621	1742
49293	6509	1593	1741
50167	6498	1583	1762
49637	4950	1593	1739
49061	3160	1581	1813
49975	3178	1583	1736
49143	3172	1589	1765
49260	3193	1584	1746
49946	3193	1604	1767
49191	3222	1578	1749
50090	3180	1600	1754
49166	3202	1597	1758
49737	3201	1578	1742
49875	3162	1587	1758
49073	4004	1598	2134
49730	3193	1580	1797
49469	3465	1591	1736
49829	3220	1599	1741
49505	3242	1600	1757
49467	3190	1579	1739
49024	3212	2046	1766
49451	3241	1570	1761
50129	3191	1581	1746
49200	3204	1604	1759
50126	3219	1581	1757
49104	3253	1606	1744
49662	3216	1582	1743
49615	3174	1624	1765
49617	3218	1589	1737
49477	3190	1581	1742
49387	3210	1598	1740
49653	3983	1578	1765
49255	3184	1583	1736
49091	3129	1598	1799
51009	3208	1577	1770
49037	3728	1593	2296
49419	3172	1578	1749
49539	3195	1583	1760
49096	3213	1589	1793
50003	3204	1587	1750
48967	3223	1582	1775
49366	3230	1592	1752
49483	3418	2008	1765
49516	3247	1587	1738
48991	3221	1577	1862
49427	3199	1606	1799
49522	3251	1577	1743
49404	3261	1580	1756
49439	3931	1616	1744
49039	3264	1579	1775
49821	3191	1598	1732
49058	3203	1581	1754
49163	3280	1588	1740
60934	3232	1595	1743
48946	3240	1578	1757
49810	3258	1596	1765
48963	3201	1574	1747
49102	3305	1583	3825
